LogType,EventID,Source,Time,Message
Application,-1056898994,SideBySide,Tue Mar  4 11:00:50 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 10:53:26 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 10:50:04 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 10:50:01 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:26:16 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:26:16 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:23:05 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:20:23 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:20:23 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:19:19 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:19:19 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:18:17 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:18:17 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:18:11 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:18:11 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:18:10 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:18:10 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:18:10 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:17:20 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:15:47 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:13:47 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:13:17 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:11:56 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:10:36 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:08:35 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:05:02 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:03:20 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:02:36 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 13:00:13 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 12:59:25 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,1000,Application Error,Fri Feb 28 11:03:05 2025,WiFiTask.exe 10.0.26100.1882 a319069f ntdll.dll 10.0.26100.2454 7cb6b6a8 c0000005 0000000000032299 0x2010 0x1db89bf779b9ada C:\WINDOWS\System32\WiFiTask.exe C:\WINDOWS\SYSTEM32\ntdll.dll a2b50e19-b204-4fe0-906c-3e7647c4421f  
Application,-1056898994,SideBySide,Fri Feb 28 10:11:06 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Feb 28 10:08:54 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 27 13:42:33 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 27 12:40:01 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 27 12:40:00 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 26 13:14:50 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 26 13:14:26 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 26 13:13:23 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 10:35:52 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 10:34:59 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 10:34:28 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 10:21:03 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 10:18:01 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 10:17:13 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 10:16:11 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 24 09:57:13 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 20 12:05:14 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 20 12:03:57 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 20 12:02:44 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 20 12:01:38 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 20 11:59:06 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Feb 20 09:51:44 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 19 14:11:34 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 19 14:08:53 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 19 14:08:30 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 19 13:13:33 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Feb 19 10:47:46 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Feb 18 11:36:41 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Feb 18 11:22:00 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Feb 18 11:13:34 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Feb 18 10:47:59 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Feb 17 11:40:30 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
